timestamp,pid,cpu_percent,memory_mb,cpu_affinity,num_threads,status
04:33:50,143156,0.0,25.73,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:33:53,143156,4.5,26.01,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:33:53,143160,0.0,22.7,"[8, 9, 10, 11]",2,sleeping
04:33:53,143161,0.0,22.81,"[12, 13, 14, 15]",2,sleeping
04:33:53,143162,0.0,22.7,"[38, 39, 40, 41]",2,sleeping
04:33:53,143163,0.0,22.76,"[16, 17, 18, 37]",2,sleeping
04:33:53,143173,0.0,3.86,"[38, 39, 40, 41]",1,idle
04:33:56,143156,4.2,26.01,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:33:56,143160,0.0,22.7,"[8, 9, 10, 11]",2,sleeping
04:33:56,143161,0.0,22.81,"[12, 13, 14, 15]",2,sleeping
04:33:56,143162,0.0,22.7,"[38, 39, 40, 41]",2,sleeping
04:33:56,143163,0.0,22.76,"[16, 17, 18, 37]",2,sleeping
04:33:56,143173,0.0,3.86,"[38, 39, 40, 41]",1,idle
04:33:59,143156,3.8,26.02,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:33:59,143160,0.0,22.7,"[8, 9, 10, 11]",2,sleeping
04:33:59,143161,0.0,22.81,"[12, 13, 14, 15]",2,sleeping
04:33:59,143162,0.0,22.7,"[38, 39, 40, 41]",2,sleeping
04:33:59,143163,0.0,22.76,"[16, 17, 18, 37]",2,sleeping
04:33:59,143173,0.0,3.86,"[38, 39, 40, 41]",1,idle
04:34:02,143156,4.5,26.02,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:02,143160,0.0,22.7,"[8, 9, 10, 11]",2,sleeping
04:34:02,143161,0.0,22.81,"[12, 13, 14, 15]",2,sleeping
04:34:02,143162,0.0,22.7,"[38, 39, 40, 41]",2,sleeping
04:34:02,143163,0.0,22.76,"[16, 17, 18, 37]",2,sleeping
04:34:02,143173,0.0,3.86,"[38, 39, 40, 41]",1,idle
04:34:05,143156,3.8,26.02,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:05,143160,0.0,22.7,"[8, 9, 10, 11]",2,sleeping
04:34:05,143161,0.0,22.81,"[12, 13, 14, 15]",2,sleeping
04:34:05,143162,0.0,22.7,"[38, 39, 40, 41]",2,sleeping
04:34:05,143163,0.0,22.76,"[16, 17, 18, 37]",2,sleeping
04:34:05,143173,0.0,3.86,"[38, 39, 40, 41]",1,idle
04:34:09,143156,4.2,26.02,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:09,143160,0.0,22.7,"[8, 9, 10, 11]",2,sleeping
04:34:09,143161,0.0,22.81,"[12, 13, 14, 15]",2,sleeping
04:34:09,143162,0.0,22.7,"[38, 39, 40, 41]",2,sleeping
04:34:09,143163,0.0,22.76,"[16, 17, 18, 37]",2,sleeping
04:34:09,143173,0.0,22.02,"[38, 39, 40, 41]",1,idle
04:34:12,143156,4.2,26.02,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:12,143160,0.0,22.7,"[8, 9, 10, 11]",2,sleeping
04:34:12,143161,0.0,22.81,"[12, 13, 14, 15]",2,sleeping
04:34:12,143162,0.0,22.7,"[38, 39, 40, 41]",2,sleeping
04:34:12,143163,0.0,22.76,"[16, 17, 18, 37]",2,sleeping
04:34:12,143173,0.0,22.02,"[38, 39, 40, 41]",1,idle
04:34:15,143156,4.1,26.03,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:15,143160,0.0,22.77,"[8, 9, 10, 11]",3,sleeping
04:34:15,143161,0.0,22.81,"[12, 13, 14, 15]",3,sleeping
04:34:15,143162,0.0,22.76,"[38, 39, 40, 41]",3,sleeping
04:34:15,143163,0.0,22.76,"[16, 17, 18, 37]",3,sleeping
04:34:18,143156,4.5,26.03,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:18,143160,0.0,22.77,"[8, 9, 10, 11]",3,sleeping
04:34:18,143161,0.0,22.82,"[12, 13, 14, 15]",3,sleeping
04:34:18,143162,0.0,22.76,"[38, 39, 40, 41]",3,sleeping
04:34:18,143163,0.0,22.76,"[16, 17, 18, 37]",3,sleeping
04:34:18,143220,0.0,3.86,"[38, 39, 40, 41]",1,idle
04:34:18,143222,0.0,3.55,"[8, 9, 10, 11]",1,idle
04:34:21,143156,4.2,26.03,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:21,143160,0.0,22.77,"[8, 9, 10, 11]",3,sleeping
04:34:21,143161,0.0,22.82,"[12, 13, 14, 15]",3,sleeping
04:34:21,143162,0.0,22.76,"[38, 39, 40, 41]",3,sleeping
04:34:21,143163,0.0,22.76,"[16, 17, 18, 37]",3,sleeping
04:34:21,143220,0.0,22.08,"[38, 39, 40, 41]",1,idle
04:34:21,143222,0.0,21.51,"[8, 9, 10, 11]",1,idle
04:34:24,143156,3.8,26.03,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:24,143160,0.0,22.77,"[8, 9, 10, 11]",3,sleeping
04:34:24,143161,0.0,22.82,"[12, 13, 14, 15]",3,sleeping
04:34:24,143162,0.0,22.76,"[38, 39, 40, 41]",3,sleeping
04:34:24,143163,0.0,22.76,"[16, 17, 18, 37]",3,sleeping
04:34:27,143156,4.5,26.03,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:27,143160,0.0,22.77,"[8, 9, 10, 11]",4,sleeping
04:34:27,143161,0.0,22.82,"[12, 13, 14, 15]",4,sleeping
04:34:27,143162,0.0,22.77,"[38, 39, 40, 41]",4,sleeping
04:34:27,143163,0.0,22.77,"[16, 17, 18, 37]",4,sleeping
04:34:27,143241,0.0,3.76,"[16, 17, 18, 37]",1,idle
04:34:27,143243,0.0,3.73,"[12, 13, 14, 15]",1,idle
04:34:30,143156,4.2,26.03,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 37, 38, 39, 40, 41]",5,sleeping
04:34:30,143160,0.3,22.78,"[8, 9, 10, 11]",5,sleeping
04:34:30,143161,0.0,22.82,"[12, 13, 14, 15]",5,sleeping
04:34:30,143162,0.0,22.77,"[38, 39, 40, 41]",5,sleeping
