timestamp,pid,cpu_percent,memory_mb,cpu_affinity,num_threads,status
04:33:55,2109581,0.0,34.14,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:33:58,2109581,4.2,34.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:33:58,2109585,0.0,31.38,"[0, 1, 2, 3]",2,sleeping
04:33:58,2109586,0.0,31.38,"[4, 5, 6, 7]",2,sleeping
04:33:58,2109587,0.0,31.2,"[8, 9, 10, 11]",2,sleeping
04:33:58,2109588,0.0,31.38,"[12, 13, 14, 15]",2,sleeping
04:33:58,2109597,0.0,3.61,"[8, 9, 10, 11]",1,idle
04:34:01,2109581,4.1,34.41,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:01,2109585,0.0,31.38,"[0, 1, 2, 3]",2,sleeping
04:34:01,2109586,0.0,31.38,"[4, 5, 6, 7]",2,sleeping
04:34:01,2109587,0.0,31.2,"[8, 9, 10, 11]",2,sleeping
04:34:01,2109588,0.0,31.38,"[12, 13, 14, 15]",2,sleeping
04:34:01,2109597,0.0,3.61,"[8, 9, 10, 11]",1,idle
04:34:04,2109581,4.1,34.41,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:04,2109585,0.0,31.38,"[0, 1, 2, 3]",2,sleeping
04:34:04,2109586,0.0,31.38,"[4, 5, 6, 7]",2,sleeping
04:34:04,2109587,0.0,31.2,"[8, 9, 10, 11]",2,sleeping
04:34:04,2109588,0.0,31.38,"[12, 13, 14, 15]",2,sleeping
04:34:04,2109597,0.0,3.61,"[8, 9, 10, 11]",1,idle
04:34:07,2109581,4.2,34.41,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:07,2109585,0.0,31.62,"[0, 1, 2, 3]",1,sleeping
04:34:07,2109586,0.0,31.64,"[4, 5, 6, 7]",1,sleeping
04:34:07,2109587,0.0,31.63,"[8, 9, 10, 11]",1,sleeping
04:34:07,2109588,0.0,31.63,"[12, 13, 14, 15]",1,sleeping
04:34:11,2109581,4.5,34.42,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:11,2109585,0.0,31.62,"[0, 1, 2, 3]",4,sleeping
04:34:11,2109586,0.0,31.64,"[4, 5, 6, 7]",4,sleeping
04:34:11,2109587,0.0,31.63,"[8, 9, 10, 11]",4,sleeping
04:34:11,2109588,0.0,31.63,"[12, 13, 14, 15]",4,sleeping
04:34:11,2109673,0.0,3.88,"[8, 9, 10, 11]",1,idle
04:34:14,2109581,4.1,34.42,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:14,2109585,0.0,31.62,"[0, 1, 2, 3]",4,sleeping
04:34:14,2109586,0.0,31.64,"[4, 5, 6, 7]",4,sleeping
04:34:14,2109587,0.0,31.63,"[8, 9, 10, 11]",4,sleeping
04:34:14,2109588,0.0,31.63,"[12, 13, 14, 15]",4,sleeping
04:34:14,2109673,0.0,3.88,"[8, 9, 10, 11]",1,idle
04:34:17,2109581,4.5,34.42,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:17,2109585,0.0,31.62,"[0, 1, 2, 3]",5,sleeping
04:34:17,2109586,0.0,31.64,"[4, 5, 6, 7]",5,sleeping
04:34:17,2109587,0.0,31.63,"[8, 9, 10, 11]",5,sleeping
04:34:17,2109588,0.0,31.63,"[12, 13, 14, 15]",5,sleeping
04:34:17,2109686,0.0,3.66,"[12, 13, 14, 15]",1,idle
04:34:17,2109687,0.0,3.86,"[4, 5, 6, 7]",1,idle
04:34:20,2109581,4.1,34.42,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:20,2109585,0.0,31.62,"[0, 1, 2, 3]",5,sleeping
04:34:20,2109586,0.0,31.64,"[4, 5, 6, 7]",5,sleeping
04:34:20,2109587,0.0,31.63,"[8, 9, 10, 11]",5,sleeping
04:34:20,2109588,0.0,31.63,"[12, 13, 14, 15]",5,sleeping
04:34:20,2109686,0.0,3.66,"[12, 13, 14, 15]",1,idle
04:34:20,2109687,0.0,3.86,"[4, 5, 6, 7]",1,idle
04:34:23,2109581,4.5,34.44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:23,2109585,0.0,31.66,"[0, 1, 2, 3]",4,sleeping
04:34:23,2109586,0.0,31.67,"[4, 5, 6, 7]",4,sleeping
04:34:23,2109587,0.0,31.66,"[8, 9, 10, 11]",4,sleeping
04:34:23,2109588,0.0,31.66,"[12, 13, 14, 15]",4,sleeping
04:34:23,2109709,0.0,3.67,"[0, 1, 2, 3]",1,idle
04:34:26,2109581,4.1,34.44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:26,2109585,0.0,31.66,"[0, 1, 2, 3]",4,sleeping
04:34:26,2109586,0.0,31.67,"[4, 5, 6, 7]",4,sleeping
04:34:26,2109587,0.0,31.66,"[8, 9, 10, 11]",4,sleeping
04:34:26,2109588,0.0,31.66,"[12, 13, 14, 15]",4,sleeping
04:34:26,2109709,0.0,3.67,"[0, 1, 2, 3]",1,idle
04:34:29,2109581,4.1,34.44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:29,2109585,0.3,31.67,"[0, 1, 2, 3]",5,sleeping
04:34:29,2109586,0.3,31.68,"[4, 5, 6, 7]",5,sleeping
04:34:29,2109587,0.3,31.68,"[8, 9, 10, 11]",5,sleeping
04:34:29,2109588,0.3,31.68,"[12, 13, 14, 15]",5,sleeping
04:34:29,2109734,0.0,3.55,"[0, 1, 2, 3]",1,idle
04:34:33,2109581,4.1,34.44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:33,2109585,0.0,31.67,"[0, 1, 2, 3]",7,sleeping
04:34:33,2109586,0.0,31.68,"[4, 5, 6, 7]",7,sleeping
04:34:33,2109587,0.0,31.71,"[8, 9, 10, 11]",7,sleeping
04:34:33,2109588,0.0,31.68,"[12, 13, 14, 15]",7,sleeping
04:34:36,2109581,4.5,34.44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:36,2109585,0.0,31.67,"[0, 1, 2, 3]",6,sleeping
04:34:36,2109586,0.3,31.68,"[4, 5, 6, 7]",6,sleeping
04:34:36,2109587,0.3,31.71,"[8, 9, 10, 11]",6,sleeping
04:34:36,2109588,0.3,31.68,"[12, 13, 14, 15]",6,sleeping
04:34:36,2110682,0.0,3.73,"[8, 9, 10, 11]",1,idle
04:34:36,2110683,0.0,3.72,"[0, 1, 2, 3]",1,idle
04:34:36,2110685,0.0,3.55,"[4, 5, 6, 7]",1,idle
04:34:39,2109581,4.5,34.44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:39,2109585,0.0,31.67,"[0, 1, 2, 3]",7,sleeping
04:34:39,2109586,0.0,31.68,"[4, 5, 6, 7]",7,sleeping
04:34:39,2109587,0.0,31.71,"[8, 9, 10, 11]",7,sleeping
04:34:39,2109588,0.0,31.68,"[12, 13, 14, 15]",7,sleeping
04:34:39,2110704,0.0,3.75,"[8, 9, 10, 11]",1,idle
04:34:42,2109581,3.8,34.44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:42,2109585,0.0,31.68,"[0, 1, 2, 3]",5,sleeping
04:34:42,2109586,0.0,31.69,"[4, 5, 6, 7]",5,sleeping
04:34:42,2109587,0.0,31.72,"[8, 9, 10, 11]",5,sleeping
04:34:42,2109588,0.0,31.68,"[12, 13, 14, 15]",5,sleeping
04:34:45,2109581,4.5,34.46,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",5,sleeping
04:34:45,2109585,0.3,31.71,"[0, 1, 2, 3]",4,sleeping
04:34:45,2109586,0.0,31.72,"[4, 5, 6, 7]",4,sleeping
04:34:45,2109587,0.0,31.75,"[8, 9, 10, 11]",4,sleeping
