timestamp,pid,cpu_percent,memory_mb,cpu_affinity,num_threads,status
13:19:51,4050525,0.0,23.9,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:19:54,4050525,4.8,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:19:54,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:19:54,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:19:54,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:19:54,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:19:57,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:19:57,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:19:57,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:19:57,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:19:57,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:00,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:00,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:00,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:00,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:00,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:03,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:03,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:03,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:03,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:03,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:06,4050525,4.1,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:06,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:06,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:06,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:06,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:09,4050525,4.8,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:09,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:09,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:09,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:09,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:13,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:13,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:13,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:13,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:13,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:16,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:16,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:16,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:16,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:16,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:19,4050525,4.1,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:19,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:19,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:19,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:19,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:22,4050525,4.8,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:22,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:22,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:22,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:22,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:25,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:25,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:25,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:25,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:25,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:28,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:28,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:28,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:28,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:28,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:31,4050525,4.1,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:31,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:31,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:31,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:31,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:35,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:35,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:35,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:35,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:35,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:38,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:38,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:38,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:38,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:38,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:41,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:41,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:41,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:41,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:41,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:44,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:44,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:44,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:44,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:44,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:47,4050525,4.5,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:47,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:47,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:47,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:47,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:50,4050525,4.8,24.16,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:50,4050529,0.0,20.75,"[11, 32, 33, 34]",2,sleeping
13:20:50,4050530,0.0,20.72,"[35, 36, 37, 38]",2,sleeping
13:20:50,4050531,0.0,20.64,"[39, 40, 41, 42]",2,sleeping
13:20:50,4050532,0.0,20.85,"[43, 44, 45, 46]",2,sleeping
13:20:53,4050525,4.8,24.18,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:53,4050529,0.0,21.2,"[11, 32, 33, 34]",3,sleeping
13:20:53,4050530,0.3,21.21,"[35, 36, 37, 38]",3,sleeping
13:20:53,4050531,0.0,21.12,"[39, 40, 41, 42]",3,sleeping
13:20:53,4050532,0.0,21.23,"[43, 44, 45, 46]",3,sleeping
13:20:57,4050525,4.1,24.18,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:20:57,4050529,0.3,21.2,"[11, 32, 33, 34]",4,sleeping
13:20:57,4050530,0.0,21.21,"[35, 36, 37, 38]",4,sleeping
13:20:57,4050531,0.0,21.12,"[39, 40, 41, 42]",4,sleeping
13:20:57,4050532,0.0,21.23,"[43, 44, 45, 46]",4,sleeping
13:21:00,4050525,4.8,24.18,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:21:00,4050529,0.0,21.2,"[11, 32, 33, 34]",4,sleeping
13:21:00,4050530,0.0,21.21,"[35, 36, 37, 38]",4,sleeping
13:21:00,4050531,0.0,21.12,"[39, 40, 41, 42]",4,sleeping
13:21:00,4050532,0.0,21.23,"[43, 44, 45, 46]",4,sleeping
13:21:03,4050525,4.8,24.18,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:21:03,4050529,0.0,21.2,"[11, 32, 33, 34]",4,sleeping
13:21:03,4050530,0.0,21.21,"[35, 36, 37, 38]",4,sleeping
13:21:03,4050531,0.0,21.12,"[39, 40, 41, 42]",4,sleeping
13:21:03,4050532,0.3,21.23,"[43, 44, 45, 46]",4,sleeping
13:21:06,4050525,4.1,24.18,"[11, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",5,sleeping
13:21:06,4050529,0.0,21.2,"[11, 32, 33, 34]",4,sleeping
